species_key,common_name,scientific_name,entry_type,final_status,asset_status,local_file_path,storage_path,public_url,image_license,image_source_url,credit,notes
black-emperor-tetra_species,Black Emperor Tetra,Nematobrycon amphiloxus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/black-emperor-tetra_species.png,ai/black-emperor-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
congo-tetra_species,Congo Tetra,Phenacogrammus interruptus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/congo-tetra_species.png,ai/congo-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
x-ray-tetra_species,X-Ray Tetra,Pristella maxillaris,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/x-ray-tetra_species.png,ai/x-ray-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
bloodfin-tetra_species,Bloodfin Tetra,Aphyocharax anisitsi,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/bloodfin-tetra_species.png,ai/bloodfin-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
silvertip-tetra_species,Silvertip Tetra,Hasemania nana,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/silvertip-tetra_species.png,ai/silvertip-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
head-and-tail-light-tetra_species,Head and Tail Light Tetra,Hemigrammus ocellifer,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/head-and-tail-light-tetra_species.png,ai/head-and-tail-light-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
penguin-tetra_species,Penguin Tetra,Thayeria boehlkei,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/penguin-tetra_species.png,ai/penguin-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
black-phantom-tetra_species,Black Phantom Tetra,Hyphessobrycon megalopterus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/black-phantom-tetra_species.png,ai/black-phantom-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
red-phantom-tetra_species,Red Phantom Tetra,Hyphessobrycon sweglesi,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/red-phantom-tetra_species.png,ai/red-phantom-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
bleeding-heart-tetra_species,Bleeding Heart Tetra,Hyphessobrycon erythrostigma,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/bleeding-heart-tetra_species.png,ai/bleeding-heart-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
rosy-tetra_species,Rosy Tetra,Hyphessobrycon rosaceus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/rosy-tetra_species.png,ai/rosy-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
flame-tetra_species,Flame Tetra,Hyphessobrycon flammeus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/flame-tetra_species.png,ai/flame-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
green-fire-tetra_species,Green Fire Tetra,Aphyocharax rathbuni,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/green-fire-tetra_species.png,ai/green-fire-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
gold-tetra_species,Gold Tetra,Hemigrammus rodwayi,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/gold-tetra_species.png,ai/gold-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
ruby-tetra_species,Ruby Tetra,Axelrodia riesei,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/ruby-tetra_species.png,ai/ruby-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
cochus-blue-tetra_species,Cochu's Blue Tetra,Boehlkea fredcochui,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/cochus-blue-tetra_species.png,ai/cochus-blue-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
blue-tetra_variety,Blue Tetra,Boehlkea fredcochui,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/blue-tetra_variety.png,ai/blue-tetra_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
candy-cane-tetra_species,Candy Cane Tetra,Hyphessobrycon bentosi,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/candy-cane-tetra_species.png,ai/candy-cane-tetra_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
tiger-barb_species,Tiger Barb,Puntigrus tetrazona,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/tiger-barb_species.png,ai/tiger-barb_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
green-tiger-barb_variety,Green Tiger Barb,Puntigrus tetrazona,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/green-tiger-barb_variety.png,ai/green-tiger-barb_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
albino-tiger-barb_variety,Albino Tiger Barb,Puntigrus tetrazona,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/albino-tiger-barb_variety.png,ai/albino-tiger-barb_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
cherry-barb_species,Cherry Barb,Puntius titteya,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/cherry-barb_species.png,ai/cherry-barb_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
rosy-barb_species,Rosy Barb,Pethia conchonius,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/rosy-barb_species.png,ai/rosy-barb_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
golden-barb_species,Golden Barb,Pethia semifasciolata,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/golden-barb_species.png,ai/golden-barb_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
odessa-barb_species,Odessa Barb,Pethia padamya,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/odessa-barb_species.png,ai/odessa-barb_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
checker-barb_species,Checker Barb,Oliotius oligolepis,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/checker-barb_species.png,ai/checker-barb_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
denison-barb_species,Denison Barb,Sahyadria denisonii,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/denison-barb_species.png,ai/denison-barb_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
tinfoil-barb_species,Tinfoil Barb,Barbonymus schwanenfeldii,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/tinfoil-barb_species.png,ai/tinfoil-barb_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
red-tail-tinfoil-barb_variety,Red-tail Tinfoil Barb,Barbonymus schwanenfeldii,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/red-tail-tinfoil-barb_variety.png,ai/red-tail-tinfoil-barb_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
bala-shark_species,Bala Shark,Balantiocheilos melanopterus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/bala-shark_species.png,ai/bala-shark_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
rainbow-shark_species,Rainbow Shark,Epalzeorhynchos frenatum,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/rainbow-shark_species.png,ai/rainbow-shark_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
red-tail-black-shark_species,Red Tail Black Shark,Epalzeorhynchos bicolor,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/red-tail-black-shark_species.png,ai/red-tail-black-shark_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
flying-fox_species,Flying Fox,Epalzeorhynchos kalopterus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/flying-fox_species.png,ai/flying-fox_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
siamese-algae-eater_species,Siamese Algae Eater,Crossocheilus oblongus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/siamese-algae-eater_species.png,ai/siamese-algae-eater_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
chinese-algae-eater_species,Chinese Algae Eater,Gyrinocheilus aymonieri,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/chinese-algae-eater_species.png,ai/chinese-algae-eater_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
spanner-barb_species,Spanner Barb,Puntius lateristriga,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/spanner-barb_species.png,ai/spanner-barb_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
lampam_species,Lampam,Barbonymus gonionotus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/lampam_species.png,ai/lampam_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
tengas_species,Tengas,Cyclocheilichthys apogon,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/tengas_species.png,ai/tengas_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
kelah-malaysian-mahseer_species,Kelah / Malaysian Mahseer,Tor tambroides,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/kelah-malaysian-mahseer_species.png,ai/kelah-malaysian-mahseer_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
sebarau-hampala-barb_species,Sebarau / Hampala Barb,Hampala macrolepidota,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/sebarau-hampala-barb_species.png,ai/sebarau-hampala-barb_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
silver-sharkminnow_species,Silver Sharkminnow,Luciosoma bleekeri,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/silver-sharkminnow_species.png,ai/silver-sharkminnow_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
harlequin-rasbora_species,Harlequin Rasbora,Trigonostigma heteromorpha,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/harlequin-rasbora_species.png,ai/harlequin-rasbora_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
lambchop-rasbora_species,Lambchop Rasbora,Trigonostigma espei,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/lambchop-rasbora_species.png,ai/lambchop-rasbora_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
glowlight-rasbora_species,Glowlight Rasbora,Trigonostigma hengeli,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/glowlight-rasbora_species.png,ai/glowlight-rasbora_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
chili-rasbora_species,Chili Rasbora,Boraras brigittae,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/chili-rasbora_species.png,ai/chili-rasbora_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
phoenix-rasbora_species,Phoenix Rasbora,Boraras merah,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/phoenix-rasbora_species.png,ai/phoenix-rasbora_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
dwarf-rasbora_species,Dwarf Rasbora,Boraras maculatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/dwarf-rasbora_species.png,ai/dwarf-rasbora_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
strawberry-rasbora_species,Strawberry Rasbora,Boraras naevus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/strawberry-rasbora_species.png,ai/strawberry-rasbora_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
scissortail-rasbora_species,Scissortail Rasbora,Rasbora trilineata,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/scissortail-rasbora_species.png,ai/scissortail-rasbora_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
brilliant-rasbora_species,Brilliant Rasbora,Rasbora einthovenii,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/brilliant-rasbora_species.png,ai/brilliant-rasbora_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
clown-rasbora_species,Clown Rasbora,Rasbora kalochroma,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/clown-rasbora_species.png,ai/clown-rasbora_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
red-tailed-rasbora_species,Red-tailed Rasbora,Rasbora borapetensis,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/red-tailed-rasbora_species.png,ai/red-tailed-rasbora_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
emerald-dwarf-rasbora_species,Emerald Dwarf Rasbora,Microdevario kubotai,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/emerald-dwarf-rasbora_species.png,ai/emerald-dwarf-rasbora_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
celestial-pearl-danio_species,Celestial Pearl Danio,Danio margaritatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/celestial-pearl-danio_species.png,ai/celestial-pearl-danio_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
zebra-danio_species,Zebra Danio,Danio rerio,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/zebra-danio_species.png,ai/zebra-danio_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
leopard-danio_variety,Leopard Danio,Danio rerio,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/leopard-danio_variety.png,ai/leopard-danio_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
pearl-danio_species,Pearl Danio,Danio albolineatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/pearl-danio_species.png,ai/pearl-danio_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
giant-danio_species,Giant Danio,Devario aequipinnatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/giant-danio_species.png,ai/giant-danio_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
glowlight-danio_species,Glowlight Danio,Danio choprai,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/glowlight-danio_species.png,ai/glowlight-danio_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
medaka_species,Medaka,Oryzias latipes,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/medaka_species.png,ai/medaka_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
platinum-medaka_variety,Platinum Medaka,Oryzias latipes,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/platinum-medaka_variety.png,ai/platinum-medaka_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
black-medaka_variety,Black Medaka,Oryzias latipes,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/black-medaka_variety.png,ai/black-medaka_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
gold-white-cloud-mountain-minnow_variety,Gold White Cloud Mountain Minnow,Tanichthys albonubes,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/gold-white-cloud-mountain-minnow_variety.png,ai/gold-white-cloud-mountain-minnow_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
white-cloud-mountain-minnow_species,White Cloud Mountain Minnow,Tanichthys albonubes,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/white-cloud-mountain-minnow_species.png,ai/white-cloud-mountain-minnow_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
daisys-ricefish_species,Daisy's Ricefish,Oryzias woworae,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/daisys-ricefish_species.png,ai/daisys-ricefish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
angelfish_species,Angelfish,Pterophyllum scalare,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/angelfish_species.png,ai/angelfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
altum-angelfish_species,Altum Angelfish,Pterophyllum altum,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/altum-angelfish_species.png,ai/altum-angelfish_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
discus_species,Discus,Symphysodon aequifasciatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/discus_species.png,ai/discus_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
blue-diamond-discus_variety,Blue Diamond Discus,Symphysodon aequifasciatus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/blue-diamond-discus_variety.png,ai/blue-diamond-discus_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
pigeon-blood-discus_variety,Pigeon Blood Discus,Symphysodon aequifasciatus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/pigeon-blood-discus_variety.png,ai/pigeon-blood-discus_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
red-melon-discus_variety,Red Melon Discus,Symphysodon aequifasciatus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/red-melon-discus_variety.png,ai/red-melon-discus_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
german-blue-ram_species,German Blue Ram,Mikrogeophagus ramirezi,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/german-blue-ram_species.png,ai/german-blue-ram_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
bolivian-ram_species,Bolivian Ram,Mikrogeophagus altispinosus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/bolivian-ram_species.png,ai/bolivian-ram_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
apistogramma-cacatuoides_species,Apistogramma cacatuoides,Apistogramma cacatuoides,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/apistogramma-cacatuoides_species.png,ai/apistogramma-cacatuoides_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
apistogramma-agassizii_species,Apistogramma agassizii,Apistogramma agassizii,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/apistogramma-agassizii_species.png,ai/apistogramma-agassizii_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
apistogramma-borellii_species,Apistogramma borellii,Apistogramma borellii,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/apistogramma-borellii_species.png,ai/apistogramma-borellii_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
kribensis_species,Kribensis,Pelvicachromis pulcher,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/kribensis_species.png,ai/kribensis_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
oscar_species,Oscar,Astronotus ocellatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/oscar_species.png,ai/oscar_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
albino-oscar_variety,Albino Oscar,Astronotus ocellatus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/albino-oscar_variety.png,ai/albino-oscar_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
tiger-oscar_variety,Tiger Oscar,Astronotus ocellatus,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/tiger-oscar_variety.png,ai/tiger-oscar_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
flowerhorn_hybrid,Flowerhorn,,hybrid,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/flowerhorn_hybrid.png,ai/flowerhorn_hybrid.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
blood-parrot-cichlid_hybrid,Blood Parrot Cichlid,,hybrid,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/blood-parrot-cichlid_hybrid.png,ai/blood-parrot-cichlid_hybrid.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
severum_species,Severum,Heros efasciatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/severum_species.png,ai/severum_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
green-terror_species,Green Terror,Andinoacara rivulatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/green-terror_species.png,ai/green-terror_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
jack-dempsey_species,Jack Dempsey,Rocio octofasciata,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/jack-dempsey_species.png,ai/jack-dempsey_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
electric-blue-jack-dempsey_variety,Electric Blue Jack Dempsey,Rocio octofasciata,variety,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/electric-blue-jack-dempsey_variety.png,ai/electric-blue-jack-dempsey_variety.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
firemouth-cichlid_species,Firemouth Cichlid,Thorichthys meeki,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/firemouth-cichlid_species.png,ai/firemouth-cichlid_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
convict-cichlid_species,Convict Cichlid,Amatitlania nigrofasciata,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/convict-cichlid_species.png,ai/convict-cichlid_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
texas-cichlid_species,Texas Cichlid,Herichthys cyanoguttatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/texas-cichlid_species.png,ai/texas-cichlid_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
jewel-cichlid_species,Jewel Cichlid,Hemichromis bimaculatus,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/jewel-cichlid_species.png,ai/jewel-cichlid_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
frontosa_species,Frontosa,Cyphotilapia frontosa,species,ai_placeholder_needed,ready_ai_placeholder,database/seed/species_images/generated/ai/frontosa_species.png,ai/frontosa_species.png,,Generated Placeholder,Generated Placeholder,Fishy generated placeholder,Generated illustrative placeholder; not a verified real species photograph.
